displayName,parentRunId,status,createdTime,favorite,duration,createdBy,computeTarget,runType,tags
"mslearn-yellow_oxygen_bike-automl","null","Completed","""2024-04-04T04:22:34.805Z""",false,"744.403s","ANDRE LUIZ BARBOSA","Serverless","automl","{""pipeline_id_000"":""faf12f74cf9bbd358ca5525682c5030d36f7be7c;b76be6b5846772ee1128c4d415381c1e9fed455e;__AutoML_Ensemble__"",""score_000"":""0.09357675586470318;0.10035101042802703;0.08929701694555803"",""predicted_cost_000"":""0;0.5;0"",""fit_time_000"":""0.08907300000000001;0.038793;1"",""training_percent_000"":""100;100;100"",""iteration_000"":""0;1;2"",""run_preprocessor_000"":""MaxAbsScaler;MaxAbsScaler;"",""run_algorithm_000"":""LightGBM;RandomForest;VotingEnsemble""}"
